Country,ISO3 Code,Date,Price (EUR/MWhe)_x,YearMonth,Monthly_Avg_Price,Price (EUR/MWhe)_y
Germany,DEU,2019-08-19,34.64,2019-08,36.82,36.818709677419356
Germany,DEU,2019-08-20,40.01,2019-08,36.82,36.818709677419356
Germany,DEU,2019-08-21,41.65,2019-08,36.82,36.818709677419356
Germany,DEU,2019-08-22,36.11,2019-08,36.82,36.818709677419356
Germany,DEU,2019-08-23,37.55,2019-08,36.82,36.818709677419356
Germany,DEU,2019-08-24,31.95,2019-08,36.82,36.818709677419356
Germany,DEU,2019-08-25,31.01,2019-08,36.82,36.818709677419356
Germany,DEU,2019-08-26,45.95,2019-08,36.82,36.818709677419356
Germany,DEU,2019-08-27,46.42,2019-08,36.82,36.818709677419356
Germany,DEU,2019-08-28,50.89,2019-08,36.82,36.818709677419356
Germany,DEU,2019-08-29,44.17,2019-08,36.82,36.818709677419356
Germany,DEU,2019-08-30,41.45,2019-08,36.82,36.818709677419356
Germany,DEU,2019-08-31,32.99,2019-08,36.82,36.818709677419356
Germany,DEU,2019-09-01,30.2,2019-09,35.77,35.76533333333334
Germany,DEU,2019-09-02,39.33,2019-09,35.77,35.76533333333334
Germany,DEU,2019-09-03,35.42,2019-09,35.77,35.76533333333334
Germany,DEU,2019-09-04,33.74,2019-09,35.77,35.76533333333334
Germany,DEU,2019-09-05,31.63,2019-09,35.77,35.76533333333334
Germany,DEU,2019-09-06,32.87,2019-09,35.77,35.76533333333334
Germany,DEU,2019-09-07,36.15,2019-09,35.77,35.76533333333334
Germany,DEU,2019-09-08,37.1,2019-09,35.77,35.76533333333334
Germany,DEU,2019-09-09,45.22,2019-09,35.77,35.76533333333334
Germany,DEU,2019-09-10,36.65,2019-09,35.77,35.76533333333334
Germany,DEU,2019-09-11,33.66,2019-09,35.77,35.76533333333334
Germany,DEU,2019-09-12,37.92,2019-09,35.77,35.76533333333334
Germany,DEU,2019-09-13,39.59,2019-09,35.77,35.76533333333334
Germany,DEU,2019-09-14,35.79,2019-09,35.77,35.76533333333334
Germany,DEU,2019-09-15,23.86,2019-09,35.77,35.76533333333334
Germany,DEU,2019-09-16,47.35,2019-09,35.77,35.76533333333334
Germany,DEU,2019-09-17,33.23,2019-09,35.77,35.76533333333334
Germany,DEU,2019-09-18,36.89,2019-09,35.77,35.76533333333334
Germany,DEU,2019-09-19,44.15,2019-09,35.77,35.76533333333334
Germany,DEU,2019-09-20,42.26,2019-09,35.77,35.76533333333334
Germany,DEU,2019-09-21,34.35,2019-09,35.77,35.76533333333334
Germany,DEU,2019-09-22,29.6,2019-09,35.77,35.76533333333334
Germany,DEU,2019-09-23,44.83,2019-09,35.77,35.76533333333334
Germany,DEU,2019-09-24,47.27,2019-09,35.77,35.76533333333334
Germany,DEU,2019-09-25,46.73,2019-09,35.77,35.76533333333334
Germany,DEU,2019-09-26,41.15,2019-09,35.77,35.76533333333334
Germany,DEU,2019-09-27,38.19,2019-09,35.77,35.76533333333334
Germany,DEU,2019-09-28,21.9,2019-09,35.77,35.76533333333334
Germany,DEU,2019-09-29,11.18,2019-09,35.77,35.76533333333334
Germany,DEU,2019-09-30,24.75,2019-09,35.77,35.76533333333334
Germany,DEU,2019-10-01,42.58,2019-10,36.95,36.94741935483871
Germany,DEU,2019-10-02,40.33,2019-10,36.95,36.94741935483871
Germany,DEU,2019-10-03,40.89,2019-10,36.95,36.94741935483871
Germany,DEU,2019-10-04,43.19,2019-10,36.95,36.94741935483871
Germany,DEU,2019-10-05,37.01,2019-10,36.95,36.94741935483871
Germany,DEU,2019-10-06,31.7,2019-10,36.95,36.94741935483871
Germany,DEU,2019-10-07,44.73,2019-10,36.95,36.94741935483871
Germany,DEU,2019-10-08,34.42,2019-10,36.95,36.94741935483871
Germany,DEU,2019-10-09,35.14,2019-10,36.95,36.94741935483871
Germany,DEU,2019-10-10,30.44,2019-10,36.95,36.94741935483871
Germany,DEU,2019-10-11,24.07,2019-10,36.95,36.94741935483871
Germany,DEU,2019-10-12,22.09,2019-10,36.95,36.94741935483871
Germany,DEU,2019-10-13,19.55,2019-10,36.95,36.94741935483871
Germany,DEU,2019-10-14,37.93,2019-10,36.95,36.94741935483871
Germany,DEU,2019-10-15,44.3,2019-10,36.95,36.94741935483871
Germany,DEU,2019-10-16,38.96,2019-10,36.95,36.94741935483871
Germany,DEU,2019-10-17,44.12,2019-10,36.95,36.94741935483871
Germany,DEU,2019-10-18,34.95,2019-10,36.95,36.94741935483871
Germany,DEU,2019-10-19,33.14,2019-10,36.95,36.94741935483871
Germany,DEU,2019-10-20,34.89,2019-10,36.95,36.94741935483871
Germany,DEU,2019-10-21,44.48,2019-10,36.95,36.94741935483871
Germany,DEU,2019-10-22,46.51,2019-10,36.95,36.94741935483871
Germany,DEU,2019-10-23,43.38,2019-10,36.95,36.94741935483871
Germany,DEU,2019-10-24,38.05,2019-10,36.95,36.94741935483871
Germany,DEU,2019-10-25,35.74,2019-10,36.95,36.94741935483871
Germany,DEU,2019-10-26,17.0,2019-10,36.95,36.94741935483871
Germany,DEU,2019-10-27,24.17,2019-10,36.95,36.94741935483871
Germany,DEU,2019-10-28,42.89,2019-10,36.95,36.94741935483871
Germany,DEU,2019-10-29,48.15,2019-10,36.95,36.94741935483871
Germany,DEU,2019-10-30,47.95,2019-10,36.95,36.94741935483871
Germany,DEU,2019-10-31,42.62,2019-10,36.95,36.94741935483871
Germany,DEU,2019-11-01,31.84,2019-11,41.0,41.00533333333333
Germany,DEU,2019-11-02,27.03,2019-11,41.0,41.00533333333333
Germany,DEU,2019-11-03,27.17,2019-11,41.0,41.00533333333333
Germany,DEU,2019-11-04,38.69,2019-11,41.0,41.00533333333333
Germany,DEU,2019-11-05,43.14,2019-11,41.0,41.00533333333333
Germany,DEU,2019-11-06,51.88,2019-11,41.0,41.00533333333333
Germany,DEU,2019-11-07,42.46,2019-11,41.0,41.00533333333333
Germany,DEU,2019-11-08,47.53,2019-11,41.0,41.00533333333333
Germany,DEU,2019-11-09,41.48,2019-11,41.0,41.00533333333333
Germany,DEU,2019-11-10,40.89,2019-11,41.0,41.00533333333333
Germany,DEU,2019-11-11,40.91,2019-11,41.0,41.00533333333333
Germany,DEU,2019-11-12,42.33,2019-11,41.0,41.00533333333333
Germany,DEU,2019-11-13,47.23,2019-11,41.0,41.00533333333333
Germany,DEU,2019-11-14,44.99,2019-11,41.0,41.00533333333333
Germany,DEU,2019-11-15,38.21,2019-11,41.0,41.00533333333333
Germany,DEU,2019-11-16,37.77,2019-11,41.0,41.00533333333333
Germany,DEU,2019-11-17,36.64,2019-11,41.0,41.00533333333333
Germany,DEU,2019-11-18,41.49,2019-11,41.0,41.00533333333333
Germany,DEU,2019-11-19,46.95,2019-11,41.0,41.00533333333333
Germany,DEU,2019-11-20,53.25,2019-11,41.0,41.00533333333333
Germany,DEU,2019-11-21,49.95,2019-11,41.0,41.00533333333333
Germany,DEU,2019-11-22,43.46,2019-11,41.0,41.00533333333333
Germany,DEU,2019-11-23,29.78,2019-11,41.0,41.00533333333333
Germany,DEU,2019-11-24,34.51,2019-11,41.0,41.00533333333333
Germany,DEU,2019-11-25,51.16,2019-11,41.0,41.00533333333333
Germany,DEU,2019-11-26,47.24,2019-11,41.0,41.00533333333333
Germany,DEU,2019-11-27,39.04,2019-11,41.0,41.00533333333333
Germany,DEU,2019-11-28,30.43,2019-11,41.0,41.00533333333333
Germany,DEU,2019-11-29,40.6,2019-11,41.0,41.00533333333333
Germany,DEU,2019-11-30,42.11,2019-11,41.0,41.00533333333333
Germany,DEU,2019-12-01,42.34,2019-12,31.97,31.970000000000002
Germany,DEU,2019-12-02,46.35,2019-12,31.97,31.970000000000002
Germany,DEU,2019-12-03,51.14,2019-12,31.97,31.970000000000002
Germany,DEU,2019-12-04,47.99,2019-12,31.97,31.970000000000002
Germany,DEU,2019-12-05,41.36,2019-12,31.97,31.970000000000002
Germany,DEU,2019-12-06,30.66,2019-12,31.97,31.970000000000002
Germany,DEU,2019-12-07,24.36,2019-12,31.97,31.970000000000002
Germany,DEU,2019-12-08,-16.9,2019-12,31.97,31.970000000000002
Germany,DEU,2019-12-09,24.91,2019-12,31.97,31.970000000000002
Germany,DEU,2019-12-10,39.83,2019-12,31.97,31.970000000000002
Germany,DEU,2019-12-11,38.92,2019-12,31.97,31.970000000000002
Germany,DEU,2019-12-12,44.27,2019-12,31.97,31.970000000000002
Germany,DEU,2019-12-13,36.77,2019-12,31.97,31.970000000000002
Germany,DEU,2019-12-14,21.81,2019-12,31.97,31.970000000000002
Germany,DEU,2019-12-15,13.9,2019-12,31.97,31.970000000000002
Germany,DEU,2019-12-16,40.97,2019-12,31.97,31.970000000000002
Germany,DEU,2019-12-17,36.27,2019-12,31.97,31.970000000000002
Germany,DEU,2019-12-18,40.5,2019-12,31.97,31.970000000000002
Germany,DEU,2019-12-19,34.54,2019-12,31.97,31.970000000000002
Germany,DEU,2019-12-20,29.05,2019-12,31.97,31.970000000000002
Germany,DEU,2019-12-21,28.12,2019-12,31.97,31.970000000000002
Germany,DEU,2019-12-22,25.99,2019-12,31.97,31.970000000000002
Germany,DEU,2019-12-23,24.23,2019-12,31.97,31.970000000000002
Germany,DEU,2019-12-24,21.45,2019-12,31.97,31.970000000000002
Germany,DEU,2019-12-25,27.46,2019-12,31.97,31.970000000000002
Germany,DEU,2019-12-26,33.76,2019-12,31.97,31.970000000000002
Germany,DEU,2019-12-27,37.78,2019-12,31.97,31.970000000000002
Germany,DEU,2019-12-28,34.31,2019-12,31.97,31.970000000000002
Germany,DEU,2019-12-29,29.35,2019-12,31.97,31.970000000000002
Germany,DEU,2019-12-30,26.11,2019-12,31.97,31.970000000000002
Germany,DEU,2019-12-31,33.47,2019-12,31.97,31.970000000000002
Germany,DEU,2020-01-01,34.69,2020-01,34.98,34.979032258064514
Germany,DEU,2020-01-02,38.29,2020-01,34.98,34.979032258064514
Germany,DEU,2020-01-03,26.17,2020-01,34.98,34.979032258064514
Germany,DEU,2020-01-04,20.75,2020-01,34.98,34.979032258064514
Germany,DEU,2020-01-05,35.39,2020-01,34.98,34.979032258064514
Germany,DEU,2020-01-06,38.2,2020-01,34.98,34.979032258064514
Germany,DEU,2020-01-07,40.03,2020-01,34.98,34.979032258064514
Germany,DEU,2020-01-08,34.21,2020-01,34.98,34.979032258064514
Germany,DEU,2020-01-09,35.95,2020-01,34.98,34.979032258064514
Germany,DEU,2020-01-10,35.14,2020-01,34.98,34.979032258064514
Germany,DEU,2020-01-11,31.35,2020-01,34.98,34.979032258064514
Germany,DEU,2020-01-12,22.6,2020-01,34.98,34.979032258064514
Germany,DEU,2020-01-13,37.71,2020-01,34.98,34.979032258064514
Germany,DEU,2020-01-14,23.09,2020-01,34.98,34.979032258064514
Germany,DEU,2020-01-15,25.47,2020-01,34.98,34.979032258064514
Germany,DEU,2020-01-16,38.13,2020-01,34.98,34.979032258064514
Germany,DEU,2020-01-17,36.68,2020-01,34.98,34.979032258064514
Germany,DEU,2020-01-18,32.3,2020-01,34.98,34.979032258064514
Germany,DEU,2020-01-19,33.94,2020-01,34.98,34.979032258064514
Germany,DEU,2020-01-20,44.49,2020-01,34.98,34.979032258064514
Germany,DEU,2020-01-21,41.66,2020-01,34.98,34.979032258064514
Germany,DEU,2020-01-22,46.13,2020-01,34.98,34.979032258064514
Germany,DEU,2020-01-23,51.38,2020-01,34.98,34.979032258064514
Germany,DEU,2020-01-24,50.24,2020-01,34.98,34.979032258064514
Germany,DEU,2020-01-25,40.27,2020-01,34.98,34.979032258064514
Germany,DEU,2020-01-26,33.63,2020-01,34.98,34.979032258064514
Germany,DEU,2020-01-27,37.47,2020-01,34.98,34.979032258064514
Germany,DEU,2020-01-28,31.31,2020-01,34.98,34.979032258064514
Germany,DEU,2020-01-29,33.58,2020-01,34.98,34.979032258064514
Germany,DEU,2020-01-30,31.61,2020-01,34.98,34.979032258064514
Germany,DEU,2020-01-31,22.49,2020-01,34.98,34.979032258064514
Germany,DEU,2020-02-01,6.63,2020-02,21.91,21.91241379310345
Germany,DEU,2020-02-02,17.86,2020-02,21.91,21.91241379310345
Germany,DEU,2020-02-03,27.86,2020-02,21.91,21.91241379310345
Germany,DEU,2020-02-04,28.07,2020-02,21.91,21.91241379310345
Germany,DEU,2020-02-05,36.24,2020-02,21.91,21.91241379310345
Germany,DEU,2020-02-06,37.2,2020-02,21.91,21.91241379310345
Germany,DEU,2020-02-07,36.35,2020-02,21.91,21.91241379310345
Germany,DEU,2020-02-08,27.96,2020-02,21.91,21.91241379310345
Germany,DEU,2020-02-09,0.4,2020-02,21.91,21.91241379310345
Germany,DEU,2020-02-10,8.55,2020-02,21.91,21.91241379310345
Germany,DEU,2020-02-11,11.29,2020-02,21.91,21.91241379310345
Germany,DEU,2020-02-12,20.4,2020-02,21.91,21.91241379310345
Germany,DEU,2020-02-13,37.67,2020-02,21.91,21.91241379310345
Germany,DEU,2020-02-14,36.07,2020-02,21.91,21.91241379310345
Germany,DEU,2020-02-15,19.02,2020-02,21.91,21.91241379310345
Germany,DEU,2020-02-16,-9.07,2020-02,21.91,21.91241379310345
Germany,DEU,2020-02-17,20.15,2020-02,21.91,21.91241379310345
Germany,DEU,2020-02-18,21.97,2020-02,21.91,21.91241379310345
Germany,DEU,2020-02-19,31.05,2020-02,21.91,21.91241379310345
Germany,DEU,2020-02-20,27.94,2020-02,21.91,21.91241379310345
Germany,DEU,2020-02-21,24.3,2020-02,21.91,21.91241379310345
Germany,DEU,2020-02-22,-2.05,2020-02,21.91,21.91241379310345
Germany,DEU,2020-02-23,7.15,2020-02,21.91,21.91241379310345
Germany,DEU,2020-02-24,28.9,2020-02,21.91,21.91241379310345
Germany,DEU,2020-02-25,24.75,2020-02,21.91,21.91241379310345
Germany,DEU,2020-02-26,31.92,2020-02,21.91,21.91241379310345
Germany,DEU,2020-02-27,38.36,2020-02,21.91,21.91241379310345
Germany,DEU,2020-02-28,29.83,2020-02,21.91,21.91241379310345
Germany,DEU,2020-02-29,8.69,2020-02,21.91,21.91241379310345
Germany,DEU,2020-03-01,8.36,2020-03,22.52,22.52
Germany,DEU,2020-03-02,33.25,2020-03,22.52,22.52
Germany,DEU,2020-03-03,36.42,2020-03,22.52,22.52
Germany,DEU,2020-03-04,39.62,2020-03,22.52,22.52
Germany,DEU,2020-03-05,35.83,2020-03,22.52,22.52
Germany,DEU,2020-03-06,30.75,2020-03,22.52,22.52
Germany,DEU,2020-03-07,28.66,2020-03,22.52,22.52
Germany,DEU,2020-03-08,17.28,2020-03,22.52,22.52
Germany,DEU,2020-03-09,37.07,2020-03,22.52,22.52
Germany,DEU,2020-03-10,22.25,2020-03,22.52,22.52
Germany,DEU,2020-03-11,23.0,2020-03,22.52,22.52
Germany,DEU,2020-03-12,12.25,2020-03,22.52,22.52
Germany,DEU,2020-03-13,17.65,2020-03,22.52,22.52
Germany,DEU,2020-03-14,29.43,2020-03,22.52,22.52
Germany,DEU,2020-03-15,4.89,2020-03,22.52,22.52
Germany,DEU,2020-03-16,31.42,2020-03,22.52,22.52
Germany,DEU,2020-03-17,28.04,2020-03,22.52,22.52
Germany,DEU,2020-03-18,26.61,2020-03,22.52,22.52
Germany,DEU,2020-03-19,28.63,2020-03,22.52,22.52
Germany,DEU,2020-03-20,24.85,2020-03,22.52,22.52
Germany,DEU,2020-03-21,10.29,2020-03,22.52,22.52
Germany,DEU,2020-03-22,-0.76,2020-03,22.52,22.52
Germany,DEU,2020-03-23,17.17,2020-03,22.52,22.52
Germany,DEU,2020-03-24,20.56,2020-03,22.52,22.52
Germany,DEU,2020-03-25,23.08,2020-03,22.52,22.52
Germany,DEU,2020-03-26,22.3,2020-03,22.52,22.52
Germany,DEU,2020-03-27,21.58,2020-03,22.52,22.52
Germany,DEU,2020-03-28,13.82,2020-03,22.52,22.52
Germany,DEU,2020-03-29,5.05,2020-03,22.52,22.52
Germany,DEU,2020-03-30,23.62,2020-03,22.52,22.52
Germany,DEU,2020-03-31,25.15,2020-03,22.52,22.52
Germany,DEU,2020-04-01,23.55,2020-04,17.05,17.049333333333333
Germany,DEU,2020-04-02,19.68,2020-04,17.05,17.049333333333333
Germany,DEU,2020-04-03,22.84,2020-04,17.05,17.049333333333333
Germany,DEU,2020-04-04,19.37,2020-04,17.05,17.049333333333333
Germany,DEU,2020-04-05,1.91,2020-04,17.05,17.049333333333333
Germany,DEU,2020-04-06,18.55,2020-04,17.05,17.049333333333333
Germany,DEU,2020-04-07,23.61,2020-04,17.05,17.049333333333333
Germany,DEU,2020-04-08,26.61,2020-04,17.05,17.049333333333333
Germany,DEU,2020-04-09,23.77,2020-04,17.05,17.049333333333333
Germany,DEU,2020-04-10,22.97,2020-04,17.05,17.049333333333333
Germany,DEU,2020-04-11,20.64,2020-04,17.05,17.049333333333333
Germany,DEU,2020-04-12,11.18,2020-04,17.05,17.049333333333333
Germany,DEU,2020-04-13,-16.06,2020-04,17.05,17.049333333333333
Germany,DEU,2020-04-14,21.1,2020-04,17.05,17.049333333333333
Germany,DEU,2020-04-15,20.36,2020-04,17.05,17.049333333333333
Germany,DEU,2020-04-16,25.41,2020-04,17.05,17.049333333333333
Germany,DEU,2020-04-17,27.71,2020-04,17.05,17.049333333333333
Germany,DEU,2020-04-18,19.73,2020-04,17.05,17.049333333333333
Germany,DEU,2020-04-19,6.52,2020-04,17.05,17.049333333333333
Germany,DEU,2020-04-20,2.45,2020-04,17.05,17.049333333333333
Germany,DEU,2020-04-21,-16.17,2020-04,17.05,17.049333333333333
Germany,DEU,2020-04-22,9.18,2020-04,17.05,17.049333333333333
Germany,DEU,2020-04-23,27.99,2020-04,17.05,17.049333333333333
Germany,DEU,2020-04-24,19.67,2020-04,17.05,17.049333333333333
Germany,DEU,2020-04-25,17.7,2020-04,17.05,17.049333333333333
Germany,DEU,2020-04-26,18.88,2020-04,17.05,17.049333333333333
Germany,DEU,2020-04-27,25.52,2020-04,17.05,17.049333333333333
Germany,DEU,2020-04-28,24.82,2020-04,17.05,17.049333333333333
Germany,DEU,2020-04-29,22.91,2020-04,17.05,17.049333333333333
Germany,DEU,2020-04-30,19.08,2020-04,17.05,17.049333333333333
Germany,DEU,2020-05-01,7.0,2020-05,17.6,17.60483870967742
Germany,DEU,2020-05-02,12.87,2020-05,17.6,17.60483870967742
Germany,DEU,2020-05-03,14.51,2020-05,17.6,17.60483870967742
Germany,DEU,2020-05-04,26.1,2020-05,17.6,17.60483870967742
Germany,DEU,2020-05-05,21.92,2020-05,17.6,17.60483870967742
Germany,DEU,2020-05-06,21.41,2020-05,17.6,17.60483870967742
Germany,DEU,2020-05-07,24.02,2020-05,17.6,17.60483870967742
Germany,DEU,2020-05-08,23.73,2020-05,17.6,17.60483870967742
Germany,DEU,2020-05-09,21.9,2020-05,17.6,17.60483870967742
Germany,DEU,2020-05-10,11.23,2020-05,17.6,17.60483870967742
Germany,DEU,2020-05-11,15.42,2020-05,17.6,17.60483870967742
Germany,DEU,2020-05-12,22.51,2020-05,17.6,17.60483870967742
Germany,DEU,2020-05-13,29.35,2020-05,17.6,17.60483870967742
Germany,DEU,2020-05-14,22.81,2020-05,17.6,17.60483870967742
Germany,DEU,2020-05-15,21.15,2020-05,17.6,17.60483870967742
Germany,DEU,2020-05-16,16.9,2020-05,17.6,17.60483870967742
Germany,DEU,2020-05-17,9.33,2020-05,17.6,17.60483870967742
Germany,DEU,2020-05-18,19.73,2020-05,17.6,17.60483870967742
Germany,DEU,2020-05-19,24.12,2020-05,17.6,17.60483870967742
Germany,DEU,2020-05-20,31.96,2020-05,17.6,17.60483870967742
Germany,DEU,2020-05-21,19.4,2020-05,17.6,17.60483870967742
Germany,DEU,2020-05-22,18.35,2020-05,17.6,17.60483870967742
Germany,DEU,2020-05-23,9.1,2020-05,17.6,17.60483870967742
Germany,DEU,2020-05-24,-24.99,2020-05,17.6,17.60483870967742
Germany,DEU,2020-05-25,19.41,2020-05,17.6,17.60483870967742
Germany,DEU,2020-05-26,27.47,2020-05,17.6,17.60483870967742
Germany,DEU,2020-05-27,22.46,2020-05,17.6,17.60483870967742
Germany,DEU,2020-05-28,20.57,2020-05,17.6,17.60483870967742
Germany,DEU,2020-05-29,22.51,2020-05,17.6,17.60483870967742
Germany,DEU,2020-05-30,12.11,2020-05,17.6,17.60483870967742
Germany,DEU,2020-05-31,1.39,2020-05,17.6,17.60483870967742
Germany,DEU,2020-06-01,6.79,2020-06,26.23,26.228
Germany,DEU,2020-06-02,28.97,2020-06,26.23,26.228
Germany,DEU,2020-06-03,28.57,2020-06,26.23,26.228
Germany,DEU,2020-06-04,26.17,2020-06,26.23,26.228
Germany,DEU,2020-06-05,23.26,2020-06,26.23,26.228
Germany,DEU,2020-06-06,7.9,2020-06,26.23,26.228
Germany,DEU,2020-06-07,18.08,2020-06,26.23,26.228
Germany,DEU,2020-06-08,31.6,2020-06,26.23,26.228
Germany,DEU,2020-06-09,36.51,2020-06,26.23,26.228
Germany,DEU,2020-06-10,31.3,2020-06,26.23,26.228
Germany,DEU,2020-06-11,23.64,2020-06,26.23,26.228
Germany,DEU,2020-06-12,20.79,2020-06,26.23,26.228
Germany,DEU,2020-06-13,19.63,2020-06,26.23,26.228
Germany,DEU,2020-06-14,18.86,2020-06,26.23,26.228
Germany,DEU,2020-06-15,31.58,2020-06,26.23,26.228
Germany,DEU,2020-06-16,34.37,2020-06,26.23,26.228
Germany,DEU,2020-06-17,36.84,2020-06,26.23,26.228
Germany,DEU,2020-06-18,31.78,2020-06,26.23,26.228
Germany,DEU,2020-06-19,29.81,2020-06,26.23,26.228
Germany,DEU,2020-06-20,24.24,2020-06,26.23,26.228
Germany,DEU,2020-06-21,19.09,2020-06,26.23,26.228
Germany,DEU,2020-06-22,30.07,2020-06,26.23,26.228
Germany,DEU,2020-06-23,33.04,2020-06,26.23,26.228
Germany,DEU,2020-06-24,35.3,2020-06,26.23,26.228
Germany,DEU,2020-06-25,34.56,2020-06,26.23,26.228
Germany,DEU,2020-06-26,35.05,2020-06,26.23,26.228
Germany,DEU,2020-06-27,25.93,2020-06,26.23,26.228
Germany,DEU,2020-06-28,17.06,2020-06,26.23,26.228
Germany,DEU,2020-06-29,27.47,2020-06,26.23,26.228
Germany,DEU,2020-06-30,18.58,2020-06,26.23,26.228
Germany,DEU,2020-07-01,33.07,2020-07,30.07,30.074838709677422
Germany,DEU,2020-07-02,39.33,2020-07,30.07,30.074838709677422
Germany,DEU,2020-07-03,33.93,2020-07,30.07,30.074838709677422
Germany,DEU,2020-07-04,13.82,2020-07,30.07,30.074838709677422
Germany,DEU,2020-07-05,-14.74,2020-07,30.07,30.074838709677422
Germany,DEU,2020-07-06,15.55,2020-07,30.07,30.074838709677422
Germany,DEU,2020-07-07,32.27,2020-07,30.07,30.074838709677422
Germany,DEU,2020-07-08,41.56,2020-07,30.07,30.074838709677422
Germany,DEU,2020-07-09,42.35,2020-07,30.07,30.074838709677422
Germany,DEU,2020-07-10,36.24,2020-07,30.07,30.074838709677422
Germany,DEU,2020-07-11,28.49,2020-07,30.07,30.074838709677422
Germany,DEU,2020-07-12,24.51,2020-07,30.07,30.074838709677422
Germany,DEU,2020-07-13,34.54,2020-07,30.07,30.074838709677422
Germany,DEU,2020-07-14,36.83,2020-07,30.07,30.074838709677422
Germany,DEU,2020-07-15,41.83,2020-07,30.07,30.074838709677422
Germany,DEU,2020-07-16,44.43,2020-07,30.07,30.074838709677422
Germany,DEU,2020-07-17,37.44,2020-07,30.07,30.074838709677422
Germany,DEU,2020-07-18,28.9,2020-07,30.07,30.074838709677422
Germany,DEU,2020-07-19,27.66,2020-07,30.07,30.074838709677422
Germany,DEU,2020-07-20,32.95,2020-07,30.07,30.074838709677422
Germany,DEU,2020-07-21,31.82,2020-07,30.07,30.074838709677422
Germany,DEU,2020-07-22,34.65,2020-07,30.07,30.074838709677422
Germany,DEU,2020-07-23,35.21,2020-07,30.07,30.074838709677422
Germany,DEU,2020-07-24,31.48,2020-07,30.07,30.074838709677422
Germany,DEU,2020-07-25,24.69,2020-07,30.07,30.074838709677422
Germany,DEU,2020-07-26,13.2,2020-07,30.07,30.074838709677422
Germany,DEU,2020-07-27,31.63,2020-07,30.07,30.074838709677422
Germany,DEU,2020-07-28,23.46,2020-07,30.07,30.074838709677422
Germany,DEU,2020-07-29,21.5,2020-07,30.07,30.074838709677422
Germany,DEU,2020-07-30,35.83,2020-07,30.07,30.074838709677422
Germany,DEU,2020-07-31,37.89,2020-07,30.07,30.074838709677422
Germany,DEU,2020-08-01,28.33,2020-08,34.89,34.88967741935484
Germany,DEU,2020-08-02,28.01,2020-08,34.89,34.88967741935484
Germany,DEU,2020-08-03,36.95,2020-08,34.89,34.88967741935484
Germany,DEU,2020-08-04,36.35,2020-08,34.89,34.88967741935484
Germany,DEU,2020-08-05,29.29,2020-08,34.89,34.88967741935484
Germany,DEU,2020-08-06,33.88,2020-08,34.89,34.88967741935484
Germany,DEU,2020-08-07,36.21,2020-08,34.89,34.88967741935484
Germany,DEU,2020-08-08,31.64,2020-08,34.89,34.88967741935484
Germany,DEU,2020-08-09,28.44,2020-08,34.89,34.88967741935484
Germany,DEU,2020-08-10,37.35,2020-08,34.89,34.88967741935484
Germany,DEU,2020-08-11,35.52,2020-08,34.89,34.88967741935484
Germany,DEU,2020-08-12,36.34,2020-08,34.89,34.88967741935484
Germany,DEU,2020-08-13,38.79,2020-08,34.89,34.88967741935484
Germany,DEU,2020-08-14,41.1,2020-08,34.89,34.88967741935484
Germany,DEU,2020-08-15,31.44,2020-08,34.89,34.88967741935484
Germany,DEU,2020-08-16,28.56,2020-08,34.89,34.88967741935484
Germany,DEU,2020-08-17,40.78,2020-08,34.89,34.88967741935484
Germany,DEU,2020-08-18,42.49,2020-08,34.89,34.88967741935484
Germany,DEU,2020-08-19,37.82,2020-08,34.89,34.88967741935484
Germany,DEU,2020-08-20,38.15,2020-08,34.89,34.88967741935484
Germany,DEU,2020-08-21,31.62,2020-08,34.89,34.88967741935484
Germany,DEU,2020-08-22,23.52,2020-08,34.89,34.88967741935484
Germany,DEU,2020-08-23,16.57,2020-08,34.89,34.88967741935484
Germany,DEU,2020-08-24,45.7,2020-08,34.89,34.88967741935484
Germany,DEU,2020-08-25,35.74,2020-08,34.89,34.88967741935484
Germany,DEU,2020-08-26,18.92,2020-08,34.89,34.88967741935484
Germany,DEU,2020-08-27,47.69,2020-08,34.89,34.88967741935484
Germany,DEU,2020-08-28,40.61,2020-08,34.89,34.88967741935484
Germany,DEU,2020-08-29,35.75,2020-08,34.89,34.88967741935484
Germany,DEU,2020-08-30,33.17,2020-08,34.89,34.88967741935484
Germany,DEU,2020-08-31,54.85,2020-08,34.89,34.88967741935484
Germany,DEU,2020-09-01,49.92,2020-09,43.68,43.678666666666665
Germany,DEU,2020-09-02,49.98,2020-09,43.68,43.678666666666665
Germany,DEU,2020-09-03,39.24,2020-09,43.68,43.678666666666665
Germany,DEU,2020-09-04,39.26,2020-09,43.68,43.678666666666665
Germany,DEU,2020-09-05,33.0,2020-09,43.68,43.678666666666665
Germany,DEU,2020-09-06,34.85,2020-09,43.68,43.678666666666665
Germany,DEU,2020-09-07,43.26,2020-09,43.68,43.678666666666665
Germany,DEU,2020-09-08,37.88,2020-09,43.68,43.678666666666665
Germany,DEU,2020-09-09,36.32,2020-09,43.68,43.678666666666665
Germany,DEU,2020-09-10,48.5,2020-09,43.68,43.678666666666665
Germany,DEU,2020-09-11,47.58,2020-09,43.68,43.678666666666665
Germany,DEU,2020-09-12,31.4,2020-09,43.68,43.678666666666665
Germany,DEU,2020-09-13,20.22,2020-09,43.68,43.678666666666665
Germany,DEU,2020-09-14,53.64,2020-09,43.68,43.678666666666665
